scenario_id,variant,model,belief_modeling,perspective_taking,consistency,explanation_quality,overall,justification
11,baseline,claude-4.5-sonnet,1,1,2,2,30,"Team B prioritizes consistency and possession WRs and urgently needs weekly stability; trading away Caleb Foster (their reliable slot WR) for two high-variance WRs conflicts with their preferences. The rationale focuses on Team A’s floor and mislabels Mason Mitchell as a lower-variance option. While the 2-for-2 WR swap is feasible, it’s misaligned with B’s incentives and A’s stated goal (Mitchell isn’t a floor play). Explanation is brief and not grounded in B’s context."
33,tom_explicit,gemini-2.5-pro,2,2,3,2,45,"Notes B’s conservatism and pitches a low-volatility RB, but ignores B’s stated preference for possession WRs/pocket passers and reliance on expert rankings. Little attention to B’s roster context (RB depth strong, WR depth thin), and no discussion of A’s needs. Trey Adams’ declining role undercuts the ‘safe floor’ claim. The trade is feasible (Tier 4 RB for Tier 5 WR) but the rationale is generic and not well-grounded in the scenario."
38,tom_explicit,claude-4.5-sonnet,2,3,3,2,50,"Understands Team B values deep-threat WRs, but misses their injury aversion and need for RB stability—trading away Brian Harris leaves B reliant on a Questionable Liam Green. Perspective-taking is present but shallow; rationale is generic and ignores consensus-trusting tendencies and roster balance. Trade is plausible, but not well-aligned with B’s incentives; acceptance probability seems overly optimistic."
22,tom_explicit,gpt-5,2,3,2,2,45,"Recognizes B's preference for consistency and RB depth, offering a 'steady' RB and possession WR while labeling Sean Thompson as volatile. However, it ignores B’s reliance on expert rankings and consolidation needs as an 8-0 team; trading a Tier 1 WR for a committee RB (Tier 3) and a Tier 5 WR is unlikely. No leverage on B’s injury-buying tendency. Rationale is brief and lacks tier/matchup detail."
27,baseline,gemini-2.5-pro,1,1,2,1,25,"Proposal ignores Team B’s stated preference for workhorse RBs and established, reliable talent; it offers a WR2 and TE4 for B’s elite but injured TE1. It also overlooks B’s WR depth and urgent need for immediate, dependable production at thin positions. Team A’s conservative, injury-averse profile clashes with targeting a Doubtful TE. Rationale centers only on A’s goals and provides no B-focused reasoning, making acceptance probability overstated and the logic underdeveloped."
5,baseline,gpt-5,0,0,1,1,10,"No evidence of Team B’s priorities or mindset. The proposal claims an upgrade at TE but trades away a healthy Tier 1 TE (Thomas) for an out Tier 5 TE (Justin Wright), contradicting roster facts and A’s stated preferences. No rationale for why conservative Team B would accept beyond obvious windfall, and B’s profile isn’t referenced. Explanation is brief and factually incorrect."
11,baseline,gemini-2.5-pro,1,1,2,1,25,"Proposal ignores Team B’s priorities (needs reliable producers, values RBs/possession WRs, and has injured TE). Offering a volatile WR (Sam Martin) and a low-tier, inconsistent TE (Ethan Turner) for B’s Tier 2 RB (Josh Flores) is misaligned. Calling Mason Mitchell a ‘more stable WR’ is inaccurate (deep threat, Q-tag, Tier 4). Rationale is A-centric, generic, and not grounded in roster/context specifics."
23,tom_explicit,gemini-2.5-pro,1,2,2,1,30,"Misreads Team B’s needs: B already has strong RBs (Thompson T1, Lewis/Flores T2) and bigger issues at QB/TE. Minimal perspective-taking beyond a generic ‘playoff push’ claim. The trade is lopsided (T1 workhorse RB for T4 WR) and conflicts with Team A’s consensus-driven style. Rationale lacks concrete roster/injury/tier details."
37,baseline,gpt-5,1,1,2,2,30,"Neglects Team B’s conservative, volume-first mindset. It asks them to give up Ryan Taylor, a Tier 1 workhorse they highly value, for two boom-bust deep-threat WRs and a doubtful committee RB—poor fit for their floor preference and consensus rankings. Requesting Lucas Carter to “add a dual-threat QB” ignores that he’s Out, offering no short-term value. The rationale focuses on A’s surplus/needs, not B’s incentives or roster gaps. Structurally feasible but contextually implausible and weakly reasoned."
1,simulate_opponent,gpt-5,2,2,1,1,30,"Acknowledges B’s preference for low-variance pocket QBs and steady vets, but ignores B already has a Tier 1 QB and values RB workloads—making Alex White unlikely to be moved for depth. A is 0-8 yet targets a Doubtful RB and an Out TE, contradicting urgent win needs. The TE is mislabeled as ‘usable.’ Rationale is brief and not grounded in roster context or injuries."
20,baseline,claude-4.5-sonnet,2,1,2,1,30,"Minimal ToM: notes low accept probability but ignores B’s stated preferences. B prefers healthy, young, ascending deep-threats; Austin Williams fits that, so asking for him is misaligned, and offering injured vets (White Q, Adams doubtful) clashes with B’s injury caution. Trade logic is weak: A gives two Tier 2 RBs for a Tier 3 RB and Tier 5 WR, contradicting the ‘consolidation into higher quality’ rationale and A’s injury aversion (acquiring a Q WR). Explanation is generic and not grounded in roster/context."
16,tom_explicit,gpt-5,2,2,2,1,35,Shows surface-level awareness (B likes steady vets/pocket QBs) but ignores B’s strong preference for workhorse RBs and already having a Tier 1 QB. Calls TE an upgrade when Ryan Turner (T2) > Liam Adams (T4). Depth is redundant at QB/TE and trades away B’s most aligned asset (workhorse RB). Little articulation of A’s motives. Brief rationale with factual mismatch lowers clarity and coherence.
9,tom_explicit,claude-4.5-sonnet,3,4,3,3,65,"Shows ToM by noting B’s floor needs and WR volatility, offering Sam Lewis as a stable RB and giving A ceiling with Ryan Taylor. But it misses B’s preference for possession WRs (Mason Torres isn’t one) and clashes with B’s zero-RB mindset by asking them to swap a top workhorse RB for another RB. Value feels lopsided (Taylor > Lewis; Moore ≥ Torres), so acceptance is unlikely. Rationale is concise but light on specifics."
40,baseline,gpt-5,1,1,3,1,30,"Proposal centers on Team A’s needs and ignores Team B’s conservative, floor-seeking style and playoff-RB priority. Asking B to give up a Tier 2 RB with a friendly playoff schedule for two boom/bust WRs and a worse TE conflicts with B’s values and roster construction. The trade is feasible and upgrades A’s RB/TE, but it’s a poor fit for B. Rationale is generic and lacks evidence-based reasoning about B’s incentives."
17,baseline,claude-4.5-sonnet,1,1,3,1,30,"The proposal misreads Team B: they value dual-threat QBs yet would be giving up their only healthy one (James Jones) for a Tier 4 pocket passer. It even mislabels B’s outgoing QB as a pocket passer. Little evidence of B’s urgency, injury aversion, or roster needs (Logan Clark is out; TE room hurt). The trade is mechanically feasible, but the rationale is generic and inaccurate, and p_accept seems optimistic given B’s preferences. Limited ToM shown."
19,tom_implicit,gemini-2.5-pro,1,2,2,1,30,"Misreads Team B’s needs: B already has a Tier 1 (though doubtful) and a healthy Tier 2 TE, so no “huge TE need.” Justin Wright is Out and Tier 5 with declining role, not a high-upside fix. B trusts consensus and values SoS; Josh Garcia (Tier 2, friendly playoff schedule) would be valued higher than Baker/Wright. Some nod to A’s floor-seeking, but rationale is vague and inaccurate. Acceptance probability is overstated."
19,baseline,gpt-5,0,1,2,1,20,"No evidence of Team B’s beliefs: they value rookies and upside, yet the rationale ignores this and offers an injured Tier-5 TE as a sweetener. It mislabels Josh Garcia as an RB upgrade over James Holt (Tier 1), and calls Kyle Martinez “steadier” despite variance. Team A’s conservative profile conflicts with adding a rookie deep threat. While B might like upgrading to Holt, sacrificing a rookie RB and WR they value isn’t addressed. Thin, incorrect reasoning and poor ToM."
21,baseline,claude-4.5-sonnet,1,1,3,2,35,"Rationale centers on A’s volatility concerns and ignores B’s conservative, consensus-trusting mindset. It doesn’t reference B’s urgency, preference for possession receivers, or comfort buying low on injuries. While Justin Miller (Tier 1, minor Q) could entice B, the explanation doesn’t show that reasoning. Claiming an upgrade at TE is dubious (Ethan Turner is Tier 4; A already has a Tier 3 TE). The trade is feasible and could be acceptable on value, but ToM reasoning and clarity are weak."
30,tom_explicit,gemini-2.5-pro,3,3,4,2,60,"It correctly identifies Team B’s urgency and RB need, offering two Tier 3 RBs for a surplus TE. However, it ignores B’s TE depth, single-RB roster specifics, and consensus-driven preference for immediate impact (might prefer a higher-tier RB). A/B motives aren’t clearly separated. The trade is coherent and plausibly attractive to B, though the acceptance probability seems a bit optimistic. Rationale is brief and generic."
16,baseline,claude-4.5-sonnet,1,1,3,1,30,"Offer ignores Team B’s preferences: they value healthy, reliable workhorse RBs and possession WRs, making a swap of Ryan Taylor for a committee RB plus a doubtful, volatile WR misaligned. The rationale is A-centric and doesn’t address B’s incentives or roster needs, though the low p_accept hints at some awareness. The trade is feasible but unlikely given both teams need immediate, consistent production. Explanation is brief and not evidence-based."
14,tom_implicit,gpt-5,2,2,3,2,45,"The proposal reflects A’s need to upgrade TE but misreads B. B is extremely conservative, prefers proven vets and stable floors, and would be surrendering his only reliable TE (Noah Brown) for a questionable young WR and an IR depth TE with limited receiving role—contrary to his priorities. It briefly considers B’s return but ignores B’s existing WR depth and playoff stability needs. Rationale is terse and mislabels IR TE as depth."
39,tom_explicit,claude-4.5-sonnet,2,3,4,3,60,"Shows awareness of B’s contrarian style and archetype preferences, but misreads B’s QB situation (Lucas Carter is out, so Derek White isn’t redundant) and overstates RB thinness. Separates motivations and outlines accept/reject reasons, yet relies on some inaccurate assumptions. The trade itself is plausible and fits B’s preferences (deep-threat WR, dual-threat QB) while giving A needed RB upside. Explanation is concise but contains factual slips that weaken ToM precision."
36,simulate_opponent,gpt-5,1,2,1,1,25,"B needs wins now and already has a serviceable QB; trading a healthy Tier 1 RB (Xavier Carter) for an Out QB (Logan Clark) conflicts with urgency and expert consensus. While B does target injured buy-lows and likes ceiling, the rationale incorrectly claims ‘now’ value and ignores B’s RB-to-QB roster balance. The offer is value-skewed and timing-incoherent, with minimal, inaccurate explanation."
48,baseline,gpt-5,1,1,2,2,30,"Offer ignores Team B’s mindset and needs. B trusts consensus and likely values Jordan Williams (Tier 3, friendly playoff slate) far above Trevor Roberts (Tier 5) and Michael Mitchell (Tier 5). B already has Mason Garcia and James Jones at QB, so Roberts doesn’t solve a need. The bye-week claim is incorrect (Jordan Bye 12, not 11). Rationale is concise but largely A-centric and factually shaky, making the proposal unrealistic for B."
